Gender,Age,Height,Weight,Physical exercise,BMR,Calories,Fat,SaturatedFat,Cholesterol,Sodium,Carbs,Fiber,Sugar,Protein
0,54,148.57,62.26,0,1207.66,1665.24,46.13,13.84,226.45,1877.88,247.23,27.75,31.17,57.06
0,33,172.53,81.37,3,1671.69,2930.29,81.42,24.44,232.15,1996.15,485.65,28.23,41.31,65.22
0,10,182.32,91.59,2,1849.2,2689.41,74.54,22.47,256.83,2050.86,437.08,27.86,39.7,73.46
0,34,153.61,125.78,2,1970.69,2833.86,78.54,23.68,212.31,1989.96,415.43,24.58,40.21,94.93
0,11,175.56,79.78,2,1752.45,2647.66,73.35,22.1,246.89,2093.67,429.59,30.1,43.54,64.09
1,77,171.0,81.71,0,1445.02,1953.87,54.24,16.31,188.21,1885.92,275.77,27.76,37.76,77.39
1,72,166.38,89.77,3,1500.52,2842.57,79.03,23.65,200.96,1982.05,408.99,28.45,36.99,89.84
0,32,198.78,74.42,0,1733.71,2252.87,62.69,18.82,222.91,1801.06,360.22,29.76,40.32,60.26
1,15,143.33,109.55,4,1859.31,3344.29,92.96,27.83,196.98,1915.36,538.56,28.86,41.15,87.43
0,41,175.79,62.33,2,1395.6,2035.09,56.35,16.95,263.23,1997.55,330.89,26.51,38.57,49.56
1,33,165.37,78.85,2,1540.74,2350.11,65.02,19.61,174.45,1911.29,375.09,28.19,39.26,63.56
1,53,196.5,84.86,1,1644.51,2214.96,61.45,18.42,185.81,1693.98,337.52,29.53,36.29,84.33
0,44,148.56,136.66,3,1818.12,3328.17,91.72,27.63,213.09,1974.77,523.16,24.01,35.89,96.55
1,15,150.93,154.47,2,1946.09,2648.17,73.13,22.03,184.43,1943.12,400.29,26.79,36.64,94.35
1,24,195.02,104.78,3,1963.95,3603.77,100.35,30.2,183.24,1712.56,584.58,24.03,38.73,84.12
0,24,170.61,94.75,3,1875.47,3419.46,95.05,28.59,237.51,1765.73,558.05,27.01,42.3,76.62
0,46,152.48,104.47,0,1803.05,2147.89,59.31,17.77,201.74,1851.79,321.58,24.39,38.74,86.02
1,25,173.81,86.16,0,1660.13,2267.65,63.27,18.96,187.56,1893.98,354.91,27.98,37.84,69.03
0,50,140.49,63.38,0,1246.1,1668.67,46.25,13.94,224.26,1751.02,267.41,28.42,35.65,61.69
1,62,155.15,112.92,0,1629.64,2140.17,59.12,17.78,184.54,2014.29,286.28,27.0,35.72,112.59
1,44,167.43,132.23,1,1822.91,2648.28,73.55,21.98,169.9,1968.1,377.3,24.54,37.99,96.52
0,24,165.49,70.89,4,1557.85,2923.49,81.37,24.36,246.8,1876.39,495.27,28.29,42.08,56.92
1,38,177.69,109.61,2,1939.7,2598.76,72.21,21.69,189.64,1931.79,404.9,25.59,41.49,87.7
0,48,161.45,75.81,2,1540.42,2285.06,63.46,19.1,232.52,1915.54,360.96,26.34,39.72,64.56
0,73,180.64,77.49,2,1511.51,2362.05,65.27,19.69,246.66,2010.05,354.96,29.7,35.14,77.33
1,42,195.28,63.33,1,1427.8,1981.07,55.31,16.55,174.58,1837.29,314.82,27.51,36.85,52.36
0,48,169.49,101.33,4,1847.32,3355.07,93.19,27.95,251.64,1860.35,534.47,27.74,35.43,85.62
0,32,145.67,93.7,2,1721.35,2486.62,69.14,20.79,217.94,1840.43,386.36,26.47,37.47,74.39
1,76,171.37,84.75,0,1460.09,2004.13,55.77,16.75,202.04,1951.32,283.13,27.62,38.74,83.84
0,27,188.81,69.54,4,1664.19,3014.39,83.82,25.03,248.32,1855.29,511.59,27.69,40.67,55.74
1,28,155.82,89.62,3,1687.87,3179.33,88.65,26.5,202.93,1884.74,513.96,26.98,36.71,71.32
1,33,159.59,46.07,1,1201.79,1665.19,46.26,13.91,190.17,2019.15,273.58,30.39,36.91,37.65
1,55,177.17,69.75,4,1395.92,2576.83,71.55,21.41,185.04,2016.98,442.68,26.96,34.9,69.93
0,46,145.42,80.9,4,1537.8,2766.49,77.15,23.08,205.55,1884.33,447.87,28.71,35.4,64.95
1,76,187.82,52.71,0,1229.55,1603.89,45.0,13.56,181.18,1751.27,250.33,27.43,36.02,52.37
1,62,175.71,68.17,2,1360.1,1996.46,55.55,16.65,182.2,2049.71,312.33,29.68,36.6,68.91
0,73,193.78,90.57,4,1672.19,3214.65,89.25,26.67,248.02,1939.5,466.22,28.29,37.94,90.7
0,79,180.34,112.26,3,1805.61,3182.19,88.72,26.59,232.11,1834.71,455.62,26.46,39.18,110.96
1,45,164.12,74.82,2,1466.42,2263.54,62.65,18.88,159.54,1903.02,359.05,26.0,38.67,60.54
0,80,171.4,76.79,0,1486.99,1952.02,54.01,16.29,235.96,1867.53,270.45,26.56,39.23,76.35
1,54,197.32,113.17,0,1943.04,2456.26,68.28,20.47,164.98,1782.38,346.09,27.6,39.56,112.5
0,79,167.5,69.88,1,1349.63,1770.79,48.58,14.63,249.82,1795.2,258.48,26.81,40.55,69.29
1,40,176.62,98.13,2,1833.83,2541.59,70.59,21.21,188.52,1858.04,392.06,25.76,37.94,78.74
1,20,151.93,27.58,4,1115.81,2463.6,68.04,20.55,192.55,1895.73,431.74,28.34,37.39,34.45
0,25,175.17,75.04,4,1695.21,2981.99,82.86,24.85,250.47,1952.96,501.19,28.24,42.14,60.23
0,58,180.78,99.3,0,1907.23,2297.44,64.1,19.26,231.88,1892.2,324.42,26.07,38.7,98.85
1,19,155.64,147.17,4,1954.51,3512.31,97.42,29.28,178.91,1998.23,583.05,28.0,39.67,94.56
0,58,173.51,48.45,2,1286.58,1874.98,52.19,15.66,242.91,1993.24,293.78,28.72,36.83,45.98
1,40,156.75,84.29,1,1533.44,2153.82,59.35,17.89,159.12,1936.34,332.16,25.94,37.46,68.15
0,34,173.09,76.18,3,1657.47,2799.89,77.92,23.29,243.53,1993.27,470.79,28.63,41.34,61.07
0,48,154.37,63.26,3,1371.1,2439.47,67.84,20.37,191.98,1925.57,424.4,26.13,37.25,56.69
1,72,151.23,86.35,3,1418.84,2622.52,72.15,21.52,187.93,1943.14,392.73,28.79,32.69,85.78
0,57,184.65,104.37,1,1914.56,2615.23,72.59,21.81,237.98,1747.51,374.9,24.44,40.25,102.25
0,62,179.83,92.97,0,1699.33,2181.87,60.7,18.23,217.18,1889.52,322.93,30.07,34.82,91.6
0,67,204.29,100.74,1,1842.03,2596.76,72.05,21.64,253.18,1810.45,364.64,26.26,40.08,99.78
1,72,155.09,104.16,1,1594.11,2254.84,62.5,18.76,195.43,1901.94,317.5,27.05,38.67,102.06
1,68,201.35,54.47,4,1297.88,2351.97,65.11,19.57,186.37,1877.77,372.1,27.8,35.93,53.94
0,21,179.36,69.34,3,1591.75,2807.6,78.28,23.5,259.41,1996.54,481.82,28.91,44.95,55.65
1,70,181.34,65.33,3,1319.48,2186.7,60.63,18.12,178.92,1963.17,348.56,29.68,34.1,65.35
0,56,169.02,100.6,3,1834.28,3252.68,90.63,27.17,238.19,1906.29,509.02,26.02,39.66,99.58
0,63,162.35,63.26,4,1335.05,2571.95,71.44,21.51,227.81,2086.7,430.11,27.52,38.83,63.09
1,60,171.27,74.61,0,1468.11,1959.88,54.49,16.32,170.74,1922.84,281.78,28.14,34.66,73.69
0,62,134.92,72.99,3,1366.67,2312.36,63.7,19.43,205.24,1952.66,373.63,27.94,34.77,72.25
0,66,170.93,80.13,3,1565.71,2644.36,73.45,21.98,238.75,2060.29,413.3,28.42,36.85,77.82
0,74,201.93,63.29,0,1411.82,1816.55,50.2,15.07,251.11,1771.22,267.29,26.6,38.92,62.46
1,53,208.57,54.47,0,1314.35,1712.71,47.69,14.28,199.73,1765.41,283.15,28.71,34.65,51.46
0,25,149.56,92.48,1,1715.77,2405.34,66.53,20.01,215.68,1794.82,381.23,25.88,41.18,73.57
1,61,163.11,106.0,4,1683.4,3239.45,89.53,26.88,184.73,1977.4,530.74,29.33,36.59,105.97
1,58,176.41,57.12,1,1281.34,1742.17,48.1,14.51,199.71,1872.76,266.59,29.62,36.19,55.33
0,31,172.21,56.02,0,1369.76,1759.27,48.45,14.67,225.28,1895.62,286.8,29.29,37.16,44.93
1,69,185.49,83.34,0,1543.38,2039.93,56.61,17.11,189.58,1934.28,296.84,28.85,37.68,83.66
0,48,170.3,117.58,3,1890.86,3454.32,95.81,28.82,235.47,1931.03,550.91,25.31,37.2,109.65
1,55,186.73,80.0,1,1566.73,2126.05,59.0,17.7,186.49,1841.03,323.12,30.24,36.78,77.67
0,41,156.49,78.1,4,1553.77,2774.87,77.2,23.14,240.26,1880.85,466.68,27.82,39.59,62.57
1,30,159.68,39.33,2,1169.07,1732.63,48.81,14.6,190.51,1798.63,301.61,27.53,36.47,34.01
1,29,147.81,87.4,4,1622.5,3039.75,84.68,25.32,193.07,1897.31,499.75,26.59,36.61,69.7
1,32,191.81,96.24,2,1920.28,2594.85,72.19,21.61,184.21,1794.63,411.78,26.71,39.9,77.01
0,29,138.67,71.79,0,1393.87,1781.79,49.31,14.86,216.53,1945.49,276.22,30.05,37.19,57.14
0,11,172.53,82.66,4,1711.84,3126.79,86.86,26.14,257.31,2032.48,507.09,25.79,42.96,67.36
1,48,142.96,118.61,0,1694.66,2234.91,61.71,18.55,165.9,1958.11,299.18,26.3,39.05,110.03
0,67,170.72,99.7,4,1761.73,3184.15,88.07,26.51,251.93,1904.87,471.83,27.24,39.46,99.28
1,52,198.08,85.15,3,1670.58,3014.43,84.23,25.15,186.13,1729.25,485.34,26.57,38.04,84.49
1,27,178.29,62.59,3,1426.6,2635.69,73.16,22.05,197.61,1829.24,464.97,28.26,34.13,49.72
1,54,185.92,67.4,0,1446.23,1867.6,52.12,15.57,175.69,1788.96,282.9,30.06,34.02,67.21
0,80,168.1,53.82,2,1223.62,1798.69,49.12,14.91,251.03,1766.39,279.23,26.43,37.25,52.78
0,49,177.29,88.7,2,1687.2,2431.49,67.43,20.3,235.05,1918.57,378.72,28.88,36.78,73.93
1,45,166.69,76.33,4,1524.12,2720.04,75.76,22.72,165.84,1904.38,471.09,25.86,34.9,61.23
0,24,159.94,92.08,4,1767.07,3338.07,93.1,27.85,244.88,1755.56,542.63,27.26,40.87,73.43
0,57,183.45,50.59,2,1321.31,1922.27,53.34,16.07,260.24,1931.97,306.03,27.01,36.13,50.7
0,41,149.47,94.58,0,1683.71,2148.44,58.98,17.64,207.53,1858.45,321.02,27.65,38.1,76.57
0,58,153.32,99.45,3,1768.42,3147.74,87.49,26.21,207.16,1979.24,487.06,24.73,35.8,98.74
1,25,197.32,46.23,1,1385.15,1831.66,51.3,15.32,169.89,1809.91,301.47,27.99,38.87,37.55
0,62,152.06,59.94,2,1226.47,1792.88,49.68,14.84,198.65,1968.78,256.54,28.94,31.82,57.04
0,26,180.3,68.29,4,1579.55,2924.57,81.45,24.37,254.22,1914.01,493.06,28.45,40.67,54.36
1,43,166.33,78.91,1,1503.83,2088.92,57.81,17.39,153.37,1890.47,326.67,25.62,39.35,63.56
0,50,154.87,98.16,2,1779.55,2487.09,69.03,20.7,226.88,1864.54,371.55,24.73,38.24,94.17
1,49,142.76,87.37,1,1521.96,2091.23,58.05,17.39,173.19,1805.7,305.06,27.69,36.76,72.59
0,47,160.57,57.71,0,1366.99,1747.08,48.05,14.55,240.62,1830.98,279.72,28.3,35.76,46.53
1,79,186.88,83.79,1,1510.67,2083.58,57.79,17.38,214.84,1933.4,309.28,28.32,38.68,83.84
1,70,191.59,99.1,4,1740.48,3244.12,90.11,26.9,198.38,1869.18,491.21,27.76,39.66,98.38
0,19,191.54,84.87,4,1776.68,3226.93,89.3,26.88,235.14,1950.93,527.96,26.58,43.47,68.18
0,38,170.37,72.76,0,1574.24,1946.56,54.04,16.25,227.77,1834.48,295.85,27.51,38.53,58.83
0,79,169.74,97.79,4,1724.28,3114.96,86.39,25.88,245.14,1786.85,454.68,26.39,39.29,97.39
0,19,167.49,92.45,2,1771.55,2522.57,69.98,21.05,241.66,1898.26,395.06,25.93,41.96,73.6
0,14,170.23,120.44,2,2054.82,2945.18,81.6,24.47,257.39,1949.66,427.75,27.71,43.22,94.87
0,12,186.51,70.32,0,1690.36,2055.46,56.65,16.97,246.53,1925.8,320.06,32.03,43.34,56.2
1,29,145.01,84.55,1,1571.2,2281.35,63.12,18.93,187.86,1970.27,365.82,26.15,35.07,68.33
1,31,173.71,89.49,1,1719.26,2338.3,64.89,19.47,187.45,1938.65,379.2,27.11,37.14,71.17
0,31,166.56,100.87,1,1922.38,2617.7,72.65,21.82,238.28,1843.22,402.23,25.52,41.22,80.68
1,76,176.98,94.41,2,1565.1,2396.2,66.68,20.02,208.08,1863.16,350.83,30.42,36.4,94.06
0,60,159.58,93.02,4,1691.44,3165.43,87.58,26.23,256.88,1923.61,504.39,28.5,30.7,91.92
0,53,168.95,58.11,1,1375.39,1817.17,50.44,15.14,241.54,1825.31,278.6,26.97,36.19,54.21
1,53,183.38,69.54,0,1437.2,1827.3,50.88,15.22,172.2,1801.57,291.49,30.06,33.86,69.59
1,40,172.04,64.87,3,1343.76,2407.31,66.63,19.97,179.05,2019.91,424.27,26.51,37.28,53.23
1,38,134.38,87.43,4,1589.62,2951.0,81.7,24.63,174.18,1929.56,447.26,26.72,37.1,69.62
0,34,222.62,129.4,1,2218.68,3027.12,83.99,25.22,229.57,1850.58,466.18,26.43,40.44,95.04
0,15,158.91,57.57,2,1405.44,2083.24,57.77,17.32,245.08,1912.91,348.51,29.38,43.46,46.13
1,60,164.24,64.21,2,1250.14,1876.61,52.12,15.66,165.44,2038.26,290.55,28.34,35.88,64.79
1,63,164.44,102.5,1,1675.39,2378.38,66.13,19.78,192.89,2014.78,341.87,28.1,38.68,101.36
0,29,183.89,94.6,2,1942.47,2690.69,74.75,22.45,250.99,1847.23,429.16,28.19,40.41,76.71
1,41,181.09,140.48,1,1960.74,2726.85,75.82,22.72,171.1,1985.1,403.28,25.27,42.47,94.95
1,35,178.86,74.77,4,1596.66,2794.57,77.47,23.19,183.62,1941.14,471.93,27.58,39.44,60.29
0,30,180.94,88.75,2,1789.8,2539.16,70.51,21.16,240.93,1933.27,412.85,28.23,38.3,70.76
1,51,172.06,69.16,3,1406.63,2420.41,67.43,20.11,184.01,2053.03,430.44,27.08,37.97,68.84
1,41,140.91,48.91,3,1050.69,2051.53,56.61,17.1,181.77,1749.17,345.12,28.08,35.81,38.48
0,33,168.36,107.18,3,1934.61,3553.64,98.58,29.62,239.21,1850.78,580.99,24.47,42.82,86.84
1,44,168.24,98.05,1,1745.62,2415.01,67.15,20.11,185.82,1912.47,357.31,24.3,37.15,78.96
1,10,192.17,115.48,1,2029.35,2698.46,75.13,22.43,190.89,1808.31,430.07,27.65,40.06,92.43
1,42,200.62,98.87,4,1904.16,3450.43,96.27,28.82,191.09,1892.07,561.55,25.8,39.48,78.7
1,10,199.76,71.18,1,1657.62,2133.37,58.9,17.6,192.87,1861.35,329.9,29.24,38.2,56.83
0,57,181.41,94.68,2,1806.83,2575.34,71.58,21.49,243.34,1882.27,382.36,28.68,39.5,94.6
0,46,181.83,96.65,2,1874.54,2624.06,72.83,21.89,243.91,1828.66,404.56,27.61,37.47,77.72
1,59,152.95,86.67,2,1517.5,2235.43,61.82,18.52,179.37,2008.5,330.92,27.77,31.03,86.39
0,13,168.8,109.86,0,1981.24,2397.15,66.36,19.92,251.9,1893.33,366.18,29.28,42.93,87.73
0,65,172.22,90.38,4,1667.86,3061.17,84.88,25.42,230.64,1986.97,482.43,28.19,37.68,90.46
0,75,195.38,105.94,3,1843.94,3376.96,93.88,28.15,242.86,1857.53,485.84,25.68,38.57,105.83
0,46,166.96,89.74,2,1657.19,2417.26,66.67,20.21,224.58,1952.5,382.03,25.3,38.48,72.06
0,63,165.47,98.96,4,1785.68,3218.37,89.01,26.75,239.86,1988.77,512.25,26.3,38.76,98.54
1,64,196.1,32.77,2,1233.03,1737.1,49.02,14.6,177.27,1790.65,286.29,27.68,39.48,43.4
1,33,175.76,101.83,2,1933.36,2597.37,71.95,21.66,195.11,1874.79,405.19,25.92,39.09,82.14
0,46,164.23,101.28,4,1822.14,3320.12,92.11,27.61,257.37,1870.23,531.82,27.43,36.13,83.31
1,16,184.89,134.26,0,2092.15,2500.38,69.22,20.77,159.36,1905.01,371.25,26.66,42.76,94.75
0,67,179.78,94.28,2,1709.44,2510.9,69.69,20.92,249.55,1861.45,370.87,30.14,36.26,94.51
0,72,184.41,90.24,2,1657.2,2412.22,66.96,20.07,235.96,1927.14,367.53,29.97,36.89,90.43
1,31,169.9,86.7,0,1664.13,2243.73,62.5,18.76,183.13,1834.86,355.49,27.79,37.88,69.23
0,79,191.32,50.13,1,1293.77,1674.12,45.79,13.99,257.94,1698.87,261.97,26.31,36.61,50.25
0,37,176.77,91.54,0,1788.3,2316.35,64.6,19.34,200.05,1906.06,360.07,28.25,37.16,73.35
1,25,131.18,111.07,4,1828.45,3347.61,93.09,27.83,201.23,1907.27,533.29,28.65,40.68,88.03
0,43,182.34,83.43,2,1694.64,2413.79,66.64,20.16,236.47,1916.19,384.9,27.19,38.82,67.91
1,63,174.02,84.8,2,1526.79,2303.12,63.81,19.2,189.21,2058.68,350.2,29.3,38.38,83.92
1,66,181.27,87.67,4,1579.73,3036.11,84.15,25.3,161.0,2030.24,466.67,28.95,35.73,87.98
1,22,181.67,57.49,3,1428.32,2665.17,73.78,22.3,202.68,1904.02,465.92,28.61,37.62,46.3
0,41,165.97,109.79,3,1860.83,3425.02,94.79,28.51,244.71,1968.06,552.32,25.55,42.64,88.04
1,63,197.76,91.02,3,1714.46,3186.92,88.8,26.58,168.15,1939.29,504.09,27.11,37.66,91.0
1,43,165.4,65.13,4,1339.36,2584.54,71.91,21.52,164.29,1928.29,446.16,25.29,37.61,53.35
0,24,144.42,109.72,0,1857.39,2342.22,64.81,19.45,210.48,1910.62,348.28,24.88,41.81,87.71
0,22,155.29,35.29,3,1243.19,2478.62,68.78,20.77,208.24,1838.07,436.06,27.92,43.55,34.48
1,66,189.57,108.75,3,1762.27,3239.73,89.82,26.98,180.48,1765.82,492.11,26.71,39.85,108.29
1,71,187.22,89.11,3,1563.06,2959.51,82.24,24.65,212.26,1916.95,430.7,30.49,34.83,89.23
0,19,151.85,141.07,4,1985.28,3546.92,98.05,29.58,221.45,2001.38,567.93,26.99,41.52,94.75
0,16,198.27,105.37,3,2114.74,3731.86,103.58,31.17,242.97,1851.98,612.44,26.4,39.6,85.14
1,30,199.8,85.02,2,1719.13,2520.36,70.06,21.03,191.79,1804.69,399.44,26.71,39.22,69.03
1,11,169.25,68.62,1,1465.41,2036.56,56.42,16.92,192.61,1778.43,309.96,29.17,38.2,54.66
1,28,180.86,92.19,1,1780.69,2428.14,67.64,20.31,192.53,1886.14,398.42,26.68,36.93,73.52
1,74,164.12,58.45,0,1224.52,1553.92,43.27,13.07,199.71,1837.28,229.26,29.17,38.34,57.05
0,27,204.67,109.69,1,2099.56,2794.53,77.79,23.27,221.8,1687.31,456.6,25.25,39.32,87.49
1,41,190.14,67.94,2,1530.61,2078.35,58.05,17.43,181.35,1823.5,334.15,27.11,38.94,54.42
0,76,146.38,76.01,2,1376.96,2183.13,60.65,18.33,202.75,1848.74,325.03,29.02,36.49,74.59
1,45,154.53,59.65,4,1304.02,2523.51,70.19,21.04,175.55,1897.12,436.94,26.55,35.01,48.25
1,13,158.31,136.06,3,1963.75,3493.18,96.79,29.11,184.97,1970.49,572.0,27.22,38.29,94.62
1,63,174.86,73.33,3,1418.0,2523.85,70.27,20.98,181.77,2079.8,430.77,29.45,38.78,73.35
1,51,147.25,117.47,4,1720.42,3244.81,90.12,27.02,176.72,1905.15,514.71,28.02,32.89,117.2
1,64,187.17,116.09,4,1821.8,3393.16,94.5,28.23,183.94,1927.81,558.74,30.25,38.33,116.76
1,59,169.06,138.93,4,1779.9,3337.64,92.12,27.81,174.03,1956.28,546.5,26.98,37.37,119.15
1,25,173.79,29.89,1,1236.22,1651.45,46.51,13.96,175.05,1737.83,279.91,28.43,36.65,34.16
0,44,143.26,53.87,2,1156.15,1760.58,48.96,14.66,203.48,1847.89,288.2,27.87,35.31,43.84
1,30,169.6,110.39,3,1897.24,3535.62,98.05,29.47,200.32,1940.78,578.77,26.04,42.89,87.71
0,67,160.37,97.81,4,1691.6,3113.44,86.14,25.78,249.09,1924.75,458.85,26.71,36.93,97.94
0,60,130.93,73.65,4,1433.09,2422.09,66.76,20.31,207.72,1953.28,390.01,27.95,35.03,73.1
1,36,212.68,63.8,2,1478.98,2099.98,58.65,17.47,197.8,1867.29,329.3,27.0,37.92,52.92
1,27,180.82,88.89,1,1744.23,2379.01,66.1,19.8,194.46,1894.06,394.13,27.42,36.76,70.66
1,30,179.87,82.21,2,1690.57,2416.05,67.23,20.16,194.21,1868.3,390.1,28.72,38.46,65.46
0,43,182.01,89.38,2,1743.17,2464.71,68.13,20.52,231.16,1924.26,391.47,27.43,36.16,71.41
0,47,157.69,109.62,0,1811.26,2131.89,58.7,17.71,225.15,1907.99,301.58,26.05,38.9,95.1
0,69,183.33,79.76,2,1584.64,2360.79,65.03,19.67,250.97,2038.74,355.67,30.35,35.68,78.35
1,70,145.91,105.76,4,1553.35,3038.23,83.99,25.26,175.47,1834.31,437.82,29.5,38.91,105.35
1,59,140.58,47.72,2,986.7,1496.66,41.77,12.59,190.8,1824.28,224.62,29.56,34.05,46.62
0,63,152.82,92.19,3,1647.16,3042.03,84.23,25.26,197.89,2000.11,458.83,26.83,32.02,91.99
1,59,175.61,59.3,1,1292.78,1743.43,48.34,14.49,185.23,1915.4,266.16,29.27,34.96,56.9
1,44,142.86,62.03,4,1175.03,2333.33,65.24,19.46,171.83,1836.92,404.34,27.36,35.64,49.27
1,74,193.2,75.83,4,1498.86,2465.38,68.94,20.55,192.66,1951.5,402.94,28.27,37.95,74.82
1,61,156.13,115.23,0,1642.13,2168.23,59.93,18.04,181.3,1979.27,288.54,26.63,34.53,117.18
0,69,138.93,71.19,0,1238.79,1581.11,43.76,13.04,213.46,1960.45,218.1,28.75,37.12,71.57
1,67,157.65,98.24,0,1571.08,1957.42,54.61,16.35,166.98,1929.7,270.63,29.09,35.45,98.29
0,33,159.98,35.33,1,1251.19,1695.36,47.84,14.37,214.49,1787.27,287.16,28.43,40.39,34.38
1,78,161.56,79.07,2,1368.32,2181.89,60.49,18.29,181.02,1896.1,325.29,29.51,38.35,78.01
1,36,182.39,95.39,1,1850.02,2551.59,70.69,21.26,183.84,1852.28,400.24,26.7,38.54,76.64
0,62,172.56,71.91,4,1461.15,2696.11,74.69,22.38,224.24,2175.65,453.46,27.5,34.89,71.91
1,69,156.86,74.09,1,1341.61,1950.68,54.32,16.25,171.86,1932.29,285.1,29.14,33.04,73.29
1,55,159.8,91.92,1,1577.72,2185.56,60.37,18.13,183.59,1972.53,324.4,27.73,34.95,91.93
0,37,186.41,105.6,3,2040.9,3678.16,102.05,30.68,235.11,1842.75,600.1,23.24,38.79,85.34
1,18,187.56,96.88,4,1906.84,3532.02,98.11,29.48,177.51,1842.23,585.26,29.09,42.46,77.4
1,45,174.41,118.87,2,1898.2,2731.54,75.7,22.69,178.86,1984.17,408.79,24.56,39.03,100.82
1,65,171.01,54.55,2,1186.77,1802.92,50.27,15.1,193.21,2001.96,278.7,28.84,37.53,53.56
1,29,134.92,65.01,4,1231.25,2471.21,68.49,20.58,189.21,1931.16,414.77,29.22,35.05,53.29
0,74,179.99,52.11,1,1275.18,1692.67,47.07,14.16,263.47,1809.51,266.02,27.64,37.85,51.71
0,21,171.48,93.13,1,1797.19,2437.48,67.6,20.25,226.94,1853.52,388.97,26.71,41.82,73.66
1,50,175.52,60.53,3,1352.92,2388.29,66.53,19.8,179.64,1997.33,433.32,27.24,35.8,50.06
0,60,149.78,57.2,2,1175.98,1788.33,49.47,14.89,203.17,1908.0,255.69,28.45,32.03,56.24
1,49,168.13,82.53,3,1560.46,2893.98,80.66,24.25,173.8,1882.84,472.78,25.8,38.07,69.76
1,38,142.2,59.87,2,1161.28,1729.64,48.04,14.36,175.24,1706.5,273.1,27.53,35.29,48.08
0,51,171.64,88.51,3,1671.15,3130.5,87.31,26.1,228.41,1986.38,487.17,27.1,35.81,87.19
1,50,168.37,104.52,2,1782.73,2571.96,71.23,21.45,189.75,1871.82,389.1,26.16,38.15,100.17
1,77,153.57,89.82,3,1462.19,2857.93,79.08,23.66,180.83,1873.82,400.43,29.22,35.98,89.88
0,69,195.76,83.56,0,1663.56,2111.08,58.68,17.66,231.16,1937.85,302.83,26.55,38.92,83.66
1,11,157.63,49.51,1,1264.79,1741.85,48.59,14.57,214.08,1931.71,280.94,30.66,36.5,38.85
0,20,182.92,94.64,3,1945.22,3445.59,95.69,28.74,242.2,1912.36,562.55,27.79,43.23,76.68
0,76,152.55,51.21,0,1114.89,1445.43,40.61,12.36,208.01,1891.9,214.7,28.74,36.29,51.52
1,61,191.48,92.07,0,1680.92,2206.24,61.55,18.47,176.88,1890.35,323.13,27.53,34.06,91.78
1,68,156.05,56.77,2,1196.13,1732.39,47.83,14.46,169.95,1971.5,255.74,30.73,31.85,55.71
0,12,166.98,112.67,2,1966.29,2775.93,77.0,23.04,260.83,1891.85,415.6,27.78,43.22,90.43
1,13,179.33,96.97,1,1908.65,2616.38,72.64,21.85,206.96,1894.73,412.1,29.46,38.41,77.56
1,30,185.91,90.09,3,1797.25,3329.86,92.63,27.78,179.68,1899.62,536.3,28.43,36.14,71.5
0,14,146.98,60.42,2,1305.93,1932.7,53.69,16.01,214.84,1951.94,317.87,29.21,40.92,47.94
0,46,181.14,95.11,0,1837.17,2323.71,64.26,19.3,224.81,1831.0,346.86,30.1,36.42,77.08
0,28,169.14,65.09,0,1418.81,1941.09,53.6,16.2,230.3,1784.97,296.84,29.1,39.03,53.13
0,42,172.36,80.35,1,1628.61,2139.25,59.25,17.76,231.5,1967.67,333.03,27.16,39.91,64.96
1,64,150.26,85.29,0,1480.72,1956.27,54.07,16.2,174.83,1927.46,269.14,27.5,31.52,83.87
0,21,161.75,17.97,4,1287.49,2584.77,71.92,21.58,219.85,1870.9,447.9,28.5,44.76,34.67
1,57,168.2,81.92,0,1516.37,1970.21,54.69,16.39,178.78,1915.82,293.27,27.56,37.55,77.36
1,72,152.32,70.38,0,1220.5,1537.49,43.06,12.9,192.4,1894.44,219.15,29.02,33.96,69.7
1,64,174.12,87.24,0,1541.31,2042.03,56.98,17.08,183.25,1978.63,301.17,27.99,39.3,87.56
1,57,208.99,53.75,4,1305.1,2508.19,69.79,20.92,207.25,1875.01,427.46,25.4,34.82,52.49
0,45,171.31,88.73,3,1675.33,3134.87,87.45,26.17,236.06,1997.8,494.91,26.82,36.3,71.2
1,14,171.56,64.79,1,1451.09,2019.52,56.15,16.84,191.42,1932.45,313.44,29.9,38.41,53.23
1,12,185.98,60.06,2,1514.08,2110.48,58.58,17.44,190.41,1876.66,344.63,30.88,38.56,48.38
1,60,169.08,68.49,4,1341.55,2520.07,69.93,20.9,176.72,2007.07,429.81,26.12,35.36,69.01
0,49,175.07,68.76,2,1471.39,2084.07,57.99,17.44,253.33,1998.17,332.97,27.39,37.65,65.85
0,18,141.41,87.17,1,1651.31,2393.76,66.29,19.95,212.23,1845.66,380.48,25.72,40.35,69.15
1,41,204.5,59.91,1,1444.4,1867.43,52.04,15.53,192.98,1783.95,302.56,27.73,38.34,48.61
1,41,195.72,48.63,3,1308.4,2538.29,70.52,21.12,183.0,1723.76,431.83,27.37,38.83,38.45
1,75,180.93,81.1,3,1437.58,2464.53,68.54,20.46,188.07,1999.78,369.08,31.04,35.47,78.5
0,69,177.35,84.57,1,1529.92,2171.55,60.04,18.03,247.84,1982.04,317.8,26.85,38.4,84.15
0,75,163.25,104.47,1,1704.91,2438.8,67.86,20.29,238.29,1921.66,342.96,25.79,41.96,102.27
